zone_climatique,typologie,etat_isolation_menuiseries,etat_isolation_plancher_bas,etat_isolation_plancher_haut,etat_isolation_murs,scenario_renovation_enveloppe,etat_isolation_menuiseries_apres_scénario_renovation_enveloppe,etat_isolation_plancher_bas_apres_scénario_renovation_enveloppe,etat_isolation_plancher_haut_apres_scénario_renovation_enveloppe,etat_isolation_murs_apres_scénario_renovation_enveloppe,type_CH,type_ECS,CH,ECS,emetteur,scenario_renovation_systeme,usage_CH,usage_ECS,Annexe,CEP,GES,DPE,gain_CEP
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,163,39,D,61%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,248,23,D,40%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,255,22,E,39%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,129,11,C,69%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,141,16,C,66%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,163,12,C,61%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,167,18,C,60%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,215,41,D,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,135,30,C,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,151,42,D,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,160,42,D,26%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,106,8,B,51%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,115,13,C,47%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,165,8,C,23%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,167,12,C,22%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,198,36,D,8%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,123,26,C,43%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,134,36,D,38%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,143,36,D,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,94,7,B,56%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,103,11,B,52%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,154,7,C,29%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,156,11,C,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,198,36,D,8%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,123,26,C,43%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,134,36,D,38%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,143,36,D,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,94,7,B,56%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,103,11,B,52%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,154,7,C,29%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,156,11,C,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,214,8,D,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,135,30,C,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,151,9,C,29%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,160,9,C,25%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,106,8,B,51%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,115,13,C,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,164,8,C,23%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,166,12,C,22%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,197,7,D,8%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,123,26,C,43%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,134,8,C,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,143,7,C,33%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,94,7,B,56%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,103,11,B,52%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,153,7,C,29%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,155,11,C,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,197,7,D,8%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,123,26,C,43%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,134,8,C,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,143,7,C,33%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,94,7,B,56%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,103,11,B,52%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,153,7,C,29%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,155,11,C,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,160,41,D,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,135,30,C,16%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,151,42,D,6%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,160,42,D,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,106,8,B,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,115,13,C,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,110,8,C,31%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,112,12,C,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,143,36,D,11%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,123,26,C,23%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,134,36,D,16%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,143,36,D,11%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,94,7,B,41%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,103,11,B,36%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,99,7,B,38%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,101,11,B,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,143,36,D,11%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,123,26,C,23%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,134,36,D,16%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,143,36,D,11%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,94,7,B,41%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,103,11,B,36%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,99,7,B,38%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,101,11,B,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,S0,,,0,187,42,D,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,135,30,C,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,148,41,D,21%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,157,41,D,16%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,106,8,B,43%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,115,13,C,39%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,140,10,C,25%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,143,14,C,24%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,S0,,,0,170,37,D,9%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,123,26,C,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,131,36,D,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,140,35,D,25%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,94,7,B,50%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,103,11,B,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,129,8,C,31%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INTER,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,131,12,C,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,S0,,,0,170,37,D,9%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,123,26,C,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,131,36,D,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,140,35,D,25%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,94,7,B,50%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,103,11,B,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,129,8,C,31%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,131,12,C,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,S0,,,0,160,41,D,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,114,28,C,29%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,151,42,D,6%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,153,42,D,4%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,106,8,B,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Isolé,INIT,Isolé,Pas isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,107,12,C,33%
